name,code,region,month,industrial,total,recidencial
Capdepera,7014,07014 Capdepera,2010-11-01,65,475.7,410.7
Capdepera,7014,07014 Capdepera,2010-10-01,0,825.6,825.6
Capdepera,7014,07014 Capdepera,2010-09-01,0,0,0
Capdepera,7014,07014 Capdepera,2010-08-01,83.6,1187.8,1104.2
Capdepera,7014,07014 Capdepera,2010-07-01,198.7,720.8,522.1
Capdepera,7014,07014 Capdepera,2010-06-01,485.1,727,241.9
Capdepera,7014,07014 Capdepera,2010-05-01,0,150.5,150.5
Capdepera,7014,07014 Capdepera,2010-04-01,50.1,498.6,448.5
Capdepera,7014,07014 Capdepera,2010-03-01,0,925.4,398.8
Capdepera,7014,07014 Capdepera,2010-02-01,0,1891,1891
Capdepera,7014,07014 Capdepera,2010-01-01,11121,11419.1,298.1
Capdepera,7014,07014 Capdepera,2009-12-01,1206.4,1914.8,708.4
Capdepera,7014,07014 Capdepera,2009-11-01,68.4,6654,6585.7
Capdepera,7014,07014 Capdepera,2009-10-01,609,2498.8,1060.6
Capdepera,7014,07014 Capdepera,2009-09-01,6206.9,6337.9,131
Capdepera,7014,07014 Capdepera,2009-08-01,21.1,557.7,536.6
Capdepera,7014,07014 Capdepera,2009-07-01,0,399.2,399.2
Capdepera,7014,07014 Capdepera,2009-06-01,57.2,1087.5,70
Capdepera,7014,07014 Capdepera,2009-05-01,61.9,115.7,53.9
Capdepera,7014,07014 Capdepera,2009-04-01,141.1,2715.4,1454.1
Capdepera,7014,07014 Capdepera,2009-03-01,2608.2,2833.8,225.6
Capdepera,7014,07014 Capdepera,2009-02-01,21.9,572.8,550.9
Capdepera,7014,07014 Capdepera,2009-01-01,7868.6,8905.4,1036.8
Capdepera,7014,07014 Capdepera,2008-12-01,377.4,11340.8,7125.7
Capdepera,7014,07014 Capdepera,2008-11-01,209,2236.3,1982
Capdepera,7014,07014 Capdepera,2008-10-01,78,4832.1,4754.1
Capdepera,7014,07014 Capdepera,2008-09-01,0,1170.1,1170.1
Capdepera,7014,07014 Capdepera,2008-08-01,0,124.7,124.7
Capdepera,7014,07014 Capdepera,2008-07-01,582,6449.8,5867.8
Capdepera,7014,07014 Capdepera,2008-06-01,581.7,4116.2,3302.1
Capdepera,7014,07014 Capdepera,2008-05-01,0,5252.7,5252.7
Capdepera,7014,07014 Capdepera,2008-04-01,108.2,942,833.8
Capdepera,7014,07014 Capdepera,2008-03-01,49.5,1555.4,1505.8
Capdepera,7014,07014 Capdepera,2008-02-01,33.9,4966.9,4933
Capdepera,7014,07014 Capdepera,2008-01-01,743,6720.8,5977.7
Capdepera,7014,07014 Capdepera,2007-12-01,0,4790.3,4674.4
Capdepera,7014,07014 Capdepera,2007-11-01,3582,4845,1263
Capdepera,7014,07014 Capdepera,2007-10-01,15,1850,1717
Capdepera,7014,07014 Capdepera,2007-09-01,0,2577,2577
Capdepera,7014,07014 Capdepera,2007-08-01,0,2627,2627
Capdepera,7014,07014 Capdepera,2007-07-01,0,2554,2554
Capdepera,7014,07014 Capdepera,2007-06-01,239,7852,7613
Capdepera,7014,07014 Capdepera,2007-05-01,40,1020,980
Capdepera,7014,07014 Capdepera,2007-04-01,36,2059,2023
Capdepera,7014,07014 Capdepera,2007-03-01,2108,5415,3307
Capdepera,7014,07014 Capdepera,2007-02-01,218,1883,1665
Capdepera,7014,07014 Capdepera,2007-01-01,30,10426,10315
Capdepera,7014,07014 Capdepera,2006-12-01,693,3744,2869
Capdepera,7014,07014 Capdepera,2006-11-01,91,9873,9782
Capdepera,7014,07014 Capdepera,2006-10-01,15166,25414,2368
Capdepera,7014,07014 Capdepera,2006-09-01,1178,5354,4176
Capdepera,7014,07014 Capdepera,2006-08-01,0,436,436
Capdepera,7014,07014 Capdepera,2006-07-01,105,2169,1898
Capdepera,7014,07014 Capdepera,2006-06-01,14,3483,3469
Capdepera,7014,07014 Capdepera,2006-05-01,0,5435,1023
Capdepera,7014,07014 Capdepera,2006-04-01,0,6325,6325
Capdepera,7014,07014 Capdepera,2006-03-01,40,811,771
Capdepera,7014,07014 Capdepera,2006-02-01,0,9849,7871
Capdepera,7014,07014 Capdepera,2006-01-01,0,1358,1358
Capdepera,7014,07014 Capdepera,2005-12-01,0,11026,608
Capdepera,7014,07014 Capdepera,2005-11-01,0,1995,1396
Capdepera,7014,07014 Capdepera,2005-10-01,54,1748,1694
Capdepera,7014,07014 Capdepera,2005-09-01,0,2703,2615
Capdepera,7014,07014 Capdepera,2005-08-01,0,2479,90
Capdepera,7014,07014 Capdepera,2005-07-01,0,1738,1738
Capdepera,7014,07014 Capdepera,2005-06-01,0,649,649
Capdepera,7014,07014 Capdepera,2005-05-01,0,1593,1593
Capdepera,7014,07014 Capdepera,2005-04-01,42,1034,992
Capdepera,7014,07014 Capdepera,2005-03-01,196,1722,1497
Capdepera,7014,07014 Capdepera,2005-02-01,0,6307,5801
Capdepera,7014,07014 Capdepera,2005-01-01,0,4137,4137
Capdepera,7014,07014 Capdepera,2004-12-01,692,2499,1807
Capdepera,7014,07014 Capdepera,2004-11-01,0,2171,2002
Capdepera,7014,07014 Capdepera,2004-10-01,0,511,511
Capdepera,7014,07014 Capdepera,2004-09-01,0,1297,1297
Capdepera,7014,07014 Capdepera,2004-08-01,0,7,7
Capdepera,7014,07014 Capdepera,2004-07-01,404,1628,632
Capdepera,7014,07014 Capdepera,2004-06-01,94,1590,1496
Capdepera,7014,07014 Capdepera,2004-05-01,0,4948,4498
Capdepera,7014,07014 Capdepera,2004-04-01,0,1912,1912
Capdepera,7014,07014 Capdepera,2004-03-01,0,4256,4256
Capdepera,7014,07014 Capdepera,2004-02-01,201,5766,4884
Capdepera,7014,07014 Capdepera,2004-01-01,95,543,448
Capdepera,7014,07014 Capdepera,2003-12-01,224,2421,2197
Capdepera,7014,07014 Capdepera,2003-11-01,0,340,340
Capdepera,7014,07014 Capdepera,2003-10-01,2526,3943,1417
Capdepera,7014,07014 Capdepera,2003-09-01,748,2200,1452
Capdepera,7014,07014 Capdepera,2003-08-01,3052,3382,330
Capdepera,7014,07014 Capdepera,2003-07-01,0,327,327
Capdepera,7014,07014 Capdepera,2003-06-01,0,436,386
Capdepera,7014,07014 Capdepera,2003-05-01,0,3824,3799
Capdepera,7014,07014 Capdepera,2003-04-01,77,2071,1994
Capdepera,7014,07014 Capdepera,2003-03-01,454,1498,1044
Capdepera,7014,07014 Capdepera,2003-02-01,0,1384,1384
Capdepera,7014,07014 Capdepera,2003-01-01,0,245,245
Capdepera,7014,07014 Capdepera,2002-12-01,3049,3997,948
Capdepera,7014,07014 Capdepera,2002-11-01,299,2460,2110
Capdepera,7014,07014 Capdepera,2002-10-01,701,3578,2877
Capdepera,7014,07014 Capdepera,2002-09-01,0,2240,2240
Capdepera,7014,07014 Capdepera,2002-08-01,0,3157,1954
Capdepera,7014,07014 Capdepera,2002-07-01,12803,16017,447
Capdepera,7014,07014 Capdepera,2002-06-01,0,3201,2967
Capdepera,7014,07014 Capdepera,2002-05-01,166,1383,1217
Capdepera,7014,07014 Capdepera,2002-04-01,234,2013,1779
Capdepera,7014,07014 Capdepera,2002-03-01,2449,3075,626
Capdepera,7014,07014 Capdepera,2002-02-01,0,2135,2135
Capdepera,7014,07014 Capdepera,2002-01-01,99,2241,1657
Capdepera,7014,07014 Capdepera,2001-12-01,0,4152,4152
Capdepera,7014,07014 Capdepera,2001-11-01,7779,10832,3053
Capdepera,7014,07014 Capdepera,2001-10-01,598,1922,1241
Capdepera,7014,07014 Capdepera,2001-09-01,835,4080,3245
Capdepera,7014,07014 Capdepera,2001-08-01,103,2569,1678
Capdepera,7014,07014 Capdepera,2001-07-01,0,17781,17781
Capdepera,7014,07014 Capdepera,2001-06-01,40,7945,7905
Capdepera,7014,07014 Capdepera,2001-05-01,0,7491,7467
Capdepera,7014,07014 Capdepera,2001-04-01,0,5572,5572
Capdepera,7014,07014 Capdepera,2001-03-01,290,4778,4488
Capdepera,7014,07014 Capdepera,2001-02-01,0,1769,1769
Capdepera,7014,07014 Capdepera,2001-01-01,21753,25390,3637
Capdepera,7014,07014 Capdepera,2000-12-01,558,3378,2782
Capdepera,7014,07014 Capdepera,2000-11-01,0,6679,6679
Capdepera,7014,07014 Capdepera,2000-10-01,0,3176,3152
Capdepera,7014,07014 Capdepera,2000-09-01,61,3137,3052
Capdepera,7014,07014 Capdepera,2000-08-01,164,1953,1789
Capdepera,7014,07014 Capdepera,2000-07-01,0,2065,2041
Capdepera,7014,07014 Capdepera,2000-06-01,0,3974,3974
Capdepera,7014,07014 Capdepera,2000-05-01,529,5464,4767
Capdepera,7014,07014 Capdepera,2000-04-01,0,3311,3299
Capdepera,7014,07014 Capdepera,2000-03-01,0,5893,4119
Capdepera,7014,07014 Capdepera,2000-02-01,0,9626,9566
Capdepera,7014,07014 Capdepera,2000-01-01,0,12219,12195
Capdepera,7014,07014 Capdepera,1999-12-01,10111,12952,2841
Capdepera,7014,07014 Capdepera,1999-11-01,45,2581,2536
Capdepera,7014,07014 Capdepera,1999-10-01,0,2186,1436
Capdepera,7014,07014 Capdepera,1999-09-01,0,5644,5644
Capdepera,7014,07014 Capdepera,1999-08-01,0,5282,5282
Capdepera,7014,07014 Capdepera,1999-07-01,282,2540,2258
Capdepera,7014,07014 Capdepera,1999-06-01,775,6720,5945
Capdepera,7014,07014 Capdepera,1999-05-01,0,4918,4829
Capdepera,7014,07014 Capdepera,1999-04-01,1886,16912,15026
Capdepera,7014,07014 Capdepera,1999-03-01,0,9430,9430
Capdepera,7014,07014 Capdepera,1999-02-01,64,20581,20437
Capdepera,7014,07014 Capdepera,1999-01-01,0,12353,12353
Capdepera,7014,07014 Capdepera,1998-12-01,185,3763,3578
Capdepera,7014,07014 Capdepera,1998-11-01,1045,10487,9418
Capdepera,7014,07014 Capdepera,1998-10-01,40056,47493,7437
Capdepera,7014,07014 Capdepera,1998-09-01,0,2004,1980
Capdepera,7014,07014 Capdepera,1998-08-01,0,3356,3356
Capdepera,7014,07014 Capdepera,1998-07-01,661,3523,2797
Capdepera,7014,07014 Capdepera,1998-06-01,92,5385,5293
Capdepera,7014,07014 Capdepera,1998-05-01,0,3853,3788
Capdepera,7014,07014 Capdepera,1998-04-01,0,11185,11180
Capdepera,7014,07014 Capdepera,1998-03-01,0,9310,9217
Capdepera,7014,07014 Capdepera,1998-02-01,489,5430,4941
Capdepera,7014,07014 Capdepera,1998-01-01,312,1087,775
Capdepera,7014,07014 Capdepera,1997-12-01,25838,35062,9124
Capdepera,7014,07014 Capdepera,1997-11-01,781,7093,6297
Capdepera,7014,07014 Capdepera,1997-10-01,485,2299,1814
Capdepera,7014,07014 Capdepera,1997-09-01,0,3926,3926
Capdepera,7014,07014 Capdepera,1997-08-01,64,1601,1537
Capdepera,7014,07014 Capdepera,1997-07-01,408,3758,3350
Capdepera,7014,07014 Capdepera,1997-06-01,0,8828,8828
Capdepera,7014,07014 Capdepera,1997-05-01,0,2067,2067
Capdepera,7014,07014 Capdepera,1997-04-01,0,2754,2730
Capdepera,7014,07014 Capdepera,1997-03-01,656,6263,5535
Capdepera,7014,07014 Capdepera,1997-02-01,0,5263,4325
Capdepera,7014,07014 Capdepera,1997-01-01,77,3722,3597
Capdepera,7014,07014 Capdepera,1996-12-01,511,6635,6124
Capdepera,7014,07014 Capdepera,1996-11-01,97,5225,5024
Capdepera,7014,07014 Capdepera,1996-10-01,0,2630,2550
Capdepera,7014,07014 Capdepera,1996-09-01,70,402,318
Capdepera,7014,07014 Capdepera,1996-08-01,36,715,679
Capdepera,7014,07014 Capdepera,1996-07-01,91,6313,2755
Capdepera,7014,07014 Capdepera,1996-06-01,267,2069,1725
Capdepera,7014,07014 Capdepera,1996-05-01,0,2898,2898
Capdepera,7014,07014 Capdepera,1996-04-01,933,5307,1417
Capdepera,7014,07014 Capdepera,1996-03-01,448,5941,5493
Capdepera,7014,07014 Capdepera,1996-02-01,0,1727,1473
Capdepera,7014,07014 Capdepera,1996-01-01,0,848,848
Capdepera,7014,07014 Capdepera,1995-12-01,648,1764,1116
Capdepera,7014,07014 Capdepera,1995-11-01,82,4923,4726
Capdepera,7014,07014 Capdepera,1995-10-01,207,3357,3150
Capdepera,7014,07014 Capdepera,1995-09-01,0,5483,5483
Capdepera,7014,07014 Capdepera,1995-08-01,9653,13322,3669
Capdepera,7014,07014 Capdepera,1995-07-01,0,6656,6656
Capdepera,7014,07014 Capdepera,1995-06-01,1617,9320,7672
Capdepera,7014,07014 Capdepera,1995-05-01,52,4810,4026
Capdepera,7014,07014 Capdepera,1995-04-01,5541,6664,743
Capdepera,7014,07014 Capdepera,1995-03-01,264,6163,5899
Capdepera,7014,07014 Capdepera,1995-02-01,1018,2892,1874
Capdepera,7014,07014 Capdepera,1995-01-01,382,1934,1552
Capdepera,7014,07014 Capdepera,1994-12-01,14290,21752,4514
Capdepera,7014,07014 Capdepera,1994-11-01,1479,9742,8263
Capdepera,7014,07014 Capdepera,1994-10-01,305,3976,3671
Capdepera,7014,07014 Capdepera,1994-09-01,0,529,529
Capdepera,7014,07014 Capdepera,1994-08-01,623,6242,4591
Capdepera,7014,07014 Capdepera,1994-07-01,0,2922,2922
Capdepera,7014,07014 Capdepera,1994-06-01,1677,3474,1617
Capdepera,7014,07014 Capdepera,1994-05-01,280,2532,2252
Capdepera,7014,07014 Capdepera,1994-04-01,175,1959,1784
Capdepera,7014,07014 Capdepera,1994-03-01,2692,3854,1162
Capdepera,7014,07014 Capdepera,1994-02-01,848,2598,1633
Capdepera,7014,07014 Capdepera,1994-01-01,0,1364,1364
Capdepera,7014,07014 Capdepera,1993-12-01,3518,6049,2531
Capdepera,7014,07014 Capdepera,1993-11-01,190,2002,1723
Capdepera,7014,07014 Capdepera,1993-10-01,1381,4617,2104
Capdepera,7014,07014 Capdepera,1993-09-01,99,465,366
Capdepera,7014,07014 Capdepera,1993-08-01,1063,4601,3538
Capdepera,7014,07014 Capdepera,1993-07-01,108,2886,2778
Capdepera,7014,07014 Capdepera,1993-06-01,0,140,140
Capdepera,7014,07014 Capdepera,1993-05-01,364,1044,680
Capdepera,7014,07014 Capdepera,1993-04-01,140,1124,984
Capdepera,7014,07014 Capdepera,1993-03-01,21,909,888
Capdepera,7014,07014 Capdepera,1993-02-01,0,1720,1720
Capdepera,7014,07014 Capdepera,1993-01-01,0,670,670
Capdepera,7014,07014 Capdepera,1992-12-01,0,3531,3531
Capdepera,7014,07014 Capdepera,1992-11-01,0,801,801
Capdepera,7014,07014 Capdepera,1992-10-01,0,1557,1557
Capdepera,7014,07014 Capdepera,1992-09-01,178,961,783
Capdepera,7014,07014 Capdepera,1992-08-01,0,1311,984
Capdepera,7014,07014 Capdepera,1992-07-01,575,3170,2571
Capdepera,7014,07014 Capdepera,1992-06-01,626,960,334
Capdepera,7014,07014 Capdepera,1992-05-01,10,707,697
Capdepera,7014,07014 Capdepera,1992-04-01,0,1527,1527
Capdepera,7014,07014 Capdepera,1992-03-01,0,1067,1067
Capdepera,7014,07014 Capdepera,1992-02-01,33,866,833
Capdepera,7014,07014 Capdepera,1992-01-01,484,1242,758
Capdepera,7014,07014 Capdepera,1991-12-01,367,2643,2276
Capdepera,7014,07014 Capdepera,1991-11-01,235,608,373
Capdepera,7014,07014 Capdepera,1991-10-01,0,737,737
Capdepera,7014,07014 Capdepera,1991-09-01,0,2383,2383
Capdepera,7014,07014 Capdepera,1991-08-01,0,86,86
Capdepera,7014,07014 Capdepera,1991-07-01,630,1212,350
Capdepera,7014,07014 Capdepera,1991-06-01,165,2486,2321
Capdepera,7014,07014 Capdepera,1991-05-01,53,626,573
Capdepera,7014,07014 Capdepera,1991-04-01,0,4474,1855
Capdepera,7014,07014 Capdepera,1991-03-01,1255,1674,419
Capdepera,7014,07014 Capdepera,1991-02-01,258,2286,2028
Capdepera,7014,07014 Capdepera,1991-01-01,1574,1808,66
Capdepera,7014,07014 Capdepera,1990-12-01,507,2038,1362
Capdepera,7014,07014 Capdepera,1990-11-01,0,1274,1274
Capdepera,7014,07014 Capdepera,1990-10-01,322,5160,4838
Capdepera,7014,07014 Capdepera,1990-09-01,0,1139,1139
Capdepera,7014,07014 Capdepera,1990-08-01,0,812,812
Capdepera,7014,07014 Capdepera,1990-07-01,586,823,237
Capdepera,7014,07014 Capdepera,1990-06-01,0,2628,2628
Capdepera,7014,07014 Capdepera,1990-05-01,709,2882,2149
Capdepera,7014,07014 Capdepera,1990-04-01,0,2683,2683
Capdepera,7014,07014 Capdepera,1990-03-01,163,14158,13995
Capdepera,7014,07014 Capdepera,1990-02-01,0,3145,3145
Capdepera,7014,07014 Capdepera,1990-01-01,0,6196,6196
Capdepera,7014,07014 Capdepera,1989-12-01,713,5201,4488
Capdepera,7014,07014 Capdepera,1989-11-01,49,1414,1365
Capdepera,7014,07014 Capdepera,1989-10-01,4062,5474,1412
Capdepera,7014,07014 Capdepera,1989-09-01,152,17998,17846
Capdepera,7014,07014 Capdepera,1989-08-01,0,2654,2654
Capdepera,7014,07014 Capdepera,1989-07-01,0,10513,10513
Capdepera,7014,07014 Capdepera,1989-06-01,5648,9638,3076
Capdepera,7014,07014 Capdepera,1989-05-01,77,4214,4137
Capdepera,7014,07014 Capdepera,1989-04-01,336,830,494
Capdepera,7014,07014 Capdepera,1989-03-01,346,2020,1475
Capdepera,7014,07014 Capdepera,1989-02-01,529,7459,6930
Capdepera,7014,07014 Capdepera,1989-01-01,967,3062,2095
Capdepera,7014,07014 Capdepera,1988-12-01,411,6726,6315
Capdepera,7014,07014 Capdepera,1988-11-01,1238,3860,2076
Capdepera,7014,07014 Capdepera,1988-10-01,1939,10304,8365
Capdepera,7014,07014 Capdepera,1988-09-01,55,1740,1685
Capdepera,7014,07014 Capdepera,1988-08-01,481,1514,1033
Capdepera,7014,07014 Capdepera,1988-07-01,0,11608,11608
Capdepera,7014,07014 Capdepera,1988-06-01,6797,16863,10066
Capdepera,7014,07014 Capdepera,1988-05-01,194,3159,1537
Capdepera,7014,07014 Capdepera,1988-04-01,0,1015,1015
Capdepera,7014,07014 Capdepera,1988-03-01,13269,21055,7763
Capdepera,7014,07014 Capdepera,1988-02-01,2905,14141,10575
Capdepera,7014,07014 Capdepera,1988-01-01,106,8731,8625
Capdepera,7014,07014 Capdepera,1987-12-01,2368,10267,7812
Capdepera,7014,07014 Capdepera,1987-11-01,11592,40245,28468
Capdepera,7014,07014 Capdepera,1987-10-01,67846,76576,7685
Capdepera,7014,07014 Capdepera,1987-09-01,18090,19717,1627
Capdepera,7014,07014 Capdepera,1987-08-01,0,4136,4136
Capdepera,7014,07014 Capdepera,1987-07-01,3845,7865,3693
Capdepera,7014,07014 Capdepera,1987-06-01,20099,20343,244
Capdepera,7014,07014 Capdepera,1987-05-01,12845,16683,1167
Capdepera,7014,07014 Capdepera,1987-04-01,16118,17351,1233
Capdepera,7014,07014 Capdepera,1987-03-01,50840,441979,5034
Capdepera,7014,07014 Capdepera,1987-02-01,10885,18343,7458
Capdepera,7014,07014 Capdepera,1987-01-01,8401,9049,648
Consell,7016,07016 Consell,2024-08-01,0,688.6,688.6
Consell,7016,07016 Consell,2024-07-01,0,1427.9,1427.9
Consell,7016,07016 Consell,2024-06-01,0,2572.8,2572.8
Consell,7016,07016 Consell,2024-05-01,25.3,25.3,0
Consell,7016,07016 Consell,2024-04-01,2179.2,2179.2,0
Consell,7016,07016 Consell,2024-03-01,0,976.6,976.6
Consell,7016,07016 Consell,2024-02-01,0,736.4,736.4
Consell,7016,07016 Consell,2024-01-01,0,6,6
Consell,7016,07016 Consell,2023-12-01,0,311.1,311.1
Consell,7016,07016 Consell,2023-11-01,0,56,56
Consell,7016,07016 Consell,2023-10-01,0,491,491
Consell,7016,07016 Consell,2023-09-01,0,386.3,386.3
Consell,7016,07016 Consell,2023-08-01,0,27.3,27.3
Consell,7016,07016 Consell,2023-07-01,0,217.7,217.7
Consell,7016,07016 Consell,2023-06-01,0,129,129
Consell,7016,07016 Consell,2023-05-01,0,537.7,537.7
Consell,7016,07016 Consell,2023-04-01,0,308.1,308.1
Consell,7016,07016 Consell,2023-03-01,0,1499.9,1499.9
Consell,7016,07016 Consell,2023-02-01,0,1242.8,531
Consell,7016,07016 Consell,2023-01-01,0,282.1,282.1
Consell,7016,07016 Consell,2022-12-01,0,507.8,507.8
Consell,7016,07016 Consell,2022-11-01,0,438.4,438.4
Consell,7016,07016 Consell,2022-10-01,0,1115.8,1115.8
Consell,7016,07016 Consell,2022-09-01,56,320.4,264.4
Consell,7016,07016 Consell,2022-08-01,0,125.5,0
Consell,7016,07016 Consell,2022-07-01,0,0,0
Consell,7016,07016 Consell,2022-06-01,0,25.3,25.3
Consell,7016,07016 Consell,2022-05-01,0,1010,1010
Consell,7016,07016 Consell,2022-04-01,0,1311.3,311.3
Consell,7016,07016 Consell,2022-03-01,0,3424.9,3424.9
Consell,7016,07016 Consell,2022-02-01,0,468.7,468.7
Consell,7016,07016 Consell,2022-01-01,0,2008,2008
Consell,7016,07016 Consell,2021-12-01,0,19,19
Consell,7016,07016 Consell,2021-11-01,0,2135.4,2135.4
Consell,7016,07016 Consell,2021-10-01,0,79.6,79.6
Consell,7016,07016 Consell,2021-09-01,0,22.6,22.6
Consell,7016,07016 Consell,2021-08-01,0,2070.8,2070.8
Consell,7016,07016 Consell,2021-07-01,0,218.8,218.8
Consell,7016,07016 Consell,2021-06-01,0,48.2,48.2
Consell,7016,07016 Consell,2021-05-01,76.8,408.6,331.8
Consell,7016,07016 Consell,2021-04-01,0,691.1,691.1
Consell,7016,07016 Consell,2021-03-01,0,592.4,592.4
Consell,7016,07016 Consell,2021-02-01,0,106.9,106.9
Consell,7016,07016 Consell,2021-01-01,0,534.1,534.1
Consell,7016,07016 Consell,2020-12-01,0,595.1,595.1
Consell,7016,07016 Consell,2020-11-01,0,202,202
Consell,7016,07016 Consell,2020-10-01,0,467.3,467.3
Consell,7016,07016 Consell,2020-09-01,0,0,0
Consell,7016,07016 Consell,2020-08-01,0,0,0
Consell,7016,07016 Consell,2020-07-01,0,450.4,450.4
Consell,7016,07016 Consell,2020-06-01,0,0,0
Consell,7016,07016 Consell,2020-05-01,0,160.3,160.3
Consell,7016,07016 Consell,2020-04-01,0,0,0
Consell,7016,07016 Consell,2020-03-01,168.7,406.8,238.1
Consell,7016,07016 Consell,2020-02-01,0,0,0
Consell,7016,07016 Consell,2020-01-01,0,289.9,289.9
Consell,7016,07016 Consell,2019-12-01,0,1037.9,1037.9
Consell,7016,07016 Consell,2019-11-01,0,1635.9,1635.9
Consell,7016,07016 Consell,2019-10-01,0,290.5,290.5
Consell,7016,07016 Consell,2019-09-01,40.1,603.6,563.6
Consell,7016,07016 Consell,2019-08-01,0,285.9,285.9
Consell,7016,07016 Consell,2019-07-01,15,392.2,377.3
Consell,7016,07016 Consell,2019-06-01,372.8,692.7,178.9
Consell,7016,07016 Consell,2019-05-01,0,1672.4,1672.4
Consell,7016,07016 Consell,2019-04-01,0,0,0
Consell,7016,07016 Consell,2019-03-01,0,261.6,261.6
Consell,7016,07016 Consell,2019-02-01,0,0,0
Consell,7016,07016 Consell,2019-01-01,0,73.2,73.2
Consell,7016,07016 Consell,2018-12-01,0,860.1,860.1
Consell,7016,07016 Consell,2018-11-01,0,0,0
Consell,7016,07016 Consell,2018-10-01,0,703.8,703.8
Consell,7016,07016 Consell,2018-09-01,0,0,0
Consell,7016,07016 Consell,2018-08-01,0,0,0
Consell,7016,07016 Consell,2018-07-01,0,667.1,667.1
Consell,7016,07016 Consell,2018-06-01,0,0,0
Consell,7016,07016 Consell,2018-05-01,0,0,0
Consell,7016,07016 Consell,2018-04-01,0,546.2,546.2
Consell,7016,07016 Consell,2018-03-01,110.8,110.8,0
Consell,7016,07016 Consell,2018-02-01,893.9,893.9,0
Consell,7016,07016 Consell,2018-01-01,0,121.4,121.4
Consell,7016,07016 Consell,2017-12-01,0,722,722
Consell,7016,07016 Consell,2017-11-01,0,518,518
Consell,7016,07016 Consell,2017-10-01,0,35,35
Consell,7016,07016 Consell,2017-09-01,0,702.7,702.7
Consell,7016,07016 Consell,2017-08-01,0,0,0
Consell,7016,07016 Consell,2017-07-01,0,63.1,63.1
Consell,7016,07016 Consell,2017-06-01,0,299.1,299.1
Consell,7016,07016 Consell,2017-05-01,0,305,305
Consell,7016,07016 Consell,2017-04-01,0,900.5,900.5
Consell,7016,07016 Consell,2017-03-01,0,0,0
Consell,7016,07016 Consell,2017-02-01,0,364.6,271.7
Consell,7016,07016 Consell,2017-01-01,0,671.2,671.2
Consell,7016,07016 Consell,2016-12-01,0,282.6,282.6
Consell,7016,07016 Consell,2016-11-01,0,0,0
Consell,7016,07016 Consell,2016-10-01,0,317.7,317.7
Consell,7016,07016 Consell,2016-09-01,0,0,0
Consell,7016,07016 Consell,2016-08-01,0,0,0
Consell,7016,07016 Consell,2016-07-01,0,438,438
Consell,7016,07016 Consell,2016-06-01,74.8,812,125.8
Consell,7016,07016 Consell,2016-05-01,0,316.4,316.4
Consell,7016,07016 Consell,2016-04-01,0,94.4,94.4
Consell,7016,07016 Consell,2016-03-01,182.1,337.9,155.8
Consell,7016,07016 Consell,2016-02-01,1114.8,2013.8,899
Consell,7016,07016 Consell,2016-01-01,0,508.1,508.1
Consell,7016,07016 Consell,2015-12-01,0,0,0
Consell,7016,07016 Consell,2015-11-01,0,332.8,332.8
Consell,7016,07016 Consell,2015-10-01,0,1354.2,1354.2
Consell,7016,07016 Consell,2015-09-01,0,40,40
Consell,7016,07016 Consell,2015-08-01,0,0,0
Consell,7016,07016 Consell,2015-07-01,323.9,479.4,155.5
Consell,7016,07016 Consell,2015-06-01,0,254.9,254.9
Consell,7016,07016 Consell,2015-05-01,0,9.8,9.8
Consell,7016,07016 Consell,2015-04-01,0,179.9,179.9
Consell,7016,07016 Consell,2015-03-01,0,54.6,54.6
Consell,7016,07016 Consell,2015-02-01,0,552,552
Consell,7016,07016 Consell,2015-01-01,0,174.8,174.8
Consell,7016,07016 Consell,2014-12-01,0,1074.9,1074.9
Consell,7016,07016 Consell,2014-11-01,64.8,64.8,0
Consell,7016,07016 Consell,2014-10-01,0,0,0
Consell,7016,07016 Consell,2014-09-01,0,0,0
Consell,7016,07016 Consell,2014-08-01,0,0,0
Consell,7016,07016 Consell,2014-07-01,1,18,17
Consell,7016,07016 Consell,2014-06-01,0,0,0
Consell,7016,07016 Consell,2014-05-01,0,101.7,101.7
Consell,7016,07016 Consell,2014-04-01,50,145.3,95.3
Consell,7016,07016 Consell,2014-03-01,0,10.8,10.8
Consell,7016,07016 Consell,2014-02-01,0,0,0
Consell,7016,07016 Consell,2014-01-01,0,0,0
Consell,7016,07016 Consell,2013-12-01,0,324,0
Consell,7016,07016 Consell,2013-11-01,107.8,357.8,250
Consell,7016,07016 Consell,2013-10-01,0,24,0
Consell,7016,07016 Consell,2013-09-01,81,81,0
Consell,7016,07016 Consell,2013-08-01,0,0,0
Consell,7016,07016 Consell,2013-07-01,0,0,0
Consell,7016,07016 Consell,2013-06-01,0,0,0
Consell,7016,07016 Consell,2013-05-01,0,840.2,761.9
Consell,7016,07016 Consell,2013-04-01,23.9,29.9,6
Consell,7016,07016 Consell,2013-03-01,32.4,298.9,266.5
Consell,7016,07016 Consell,2013-02-01,0,472.1,472.1
Consell,7016,07016 Consell,2013-01-01,0,95.4,95.4
Consell,7016,07016 Consell,2012-12-01,0,0,0
Consell,7016,07016 Consell,2012-11-01,0,205,205
Consell,7016,07016 Consell,2012-10-01,0,680.4,680.4
Consell,7016,07016 Consell,2012-09-01,0,0,0
Consell,7016,07016 Consell,2012-08-01,0,0,0
Consell,7016,07016 Consell,2012-07-01,0,0,0
Consell,7016,07016 Consell,2012-06-01,0,47.4,47.4
